,im1_x,im1_y,im2_x,im2_y
0,112.32467532467533,182.4545454545454,787.7727272727273,1148.9025974025974
1,145.19805194805198,181.23701298701295,760.8896103896107,715.7857142857142
2,89.19155844155844,227.90909090909088,611.5389610389611,1041.3701298701299
3,116.78896103896105,216.95129870129864,719.0714285714287,1635.7857142857142
4,128.55844155844156,220.1980519480519,453.22727272727275,1737.344155844156
5,136.67532467532467,214.92207792207788,1068.551948051948,1274.357142857143
6,164.67857142857142,226.6915584415584,769.8506493506495,1017.4740259740258
7,139.5162337662338,239.6785714285714,590.6298701298701,1080.2012987012986
8,118.41233766233765,243.33116883116878,381.53896103896113,1411.7597402597403
9,53.071428571428584,117.92532467532462,536.8636363636365,647.0844155844154
10,75.39285714285714,107.37337662337657,844.5259740259742,61.62987012987014
11,98.93181818181819,118.33116883116878,913.2272727272727,151.24025974025972
12,74.98701298701297,123.20129870129864,781.7987012987012,518.6428571428571
13,152.09740259740263,115.49025974025969,978.9415584415585,569.4220779220777
14,177.25974025974025,104.53246753246748,987.9025974025974,826.3051948051948
15,198.3636363636364,113.05519480519476,984.9155844155846,915.9155844155844
16,178.07142857142858,119.14285714285708,1074.5259740259742,736.6948051948052
17,33.18506493506493,120.36038961038955,456.2142857142858,644.0974025974026
18,33.59090909090909,161.3506493506493,294.91558441558436,500.72077922077915
19,42.113636363636374,198.28246753246748,853.487012987013,76.56493506493507
20,55.91233766233765,231.56168831168827,731.0194805194808,452.9285714285711
21,72.55194805194805,255.91233766233762,946.0844155844159,673.9675324675325
22,89.5974025974026,280.66883116883116,545.8246753246754,1166.8246753246754
23,129.3701298701299,295.68506493506493,345.6948051948052,1331.1103896103896
24,172.3896103896104,266.87012987012986,366.6038961038962,739.681818181818
25,189.8409090909091,241.30194805194802,489.07142857142867,405.1363636363635
26,206.88636363636365,211.67532467532465,477.12337662337654,318.51298701298674
27,213.7857142857143,180.42532467532462,339.72077922077915,497.7337662337661
28,218.65584415584416,151.2045454545454,318.8116883116884,874.0974025974026
29,218.65584415584416,111.8376623376623,477.12337662337654,1116.0454545454545
30,39.678571428571416,95.1980519480519,512.9675324675325,1304.2272727272727
31,62.0,82.21103896103892,414.3961038961038,1585.0064935064934
32,99.74350649350649,81.80519480519473,572.7077922077922,1749.2922077922078
33,113.13636363636365,97.63311688311683,707.1233766233768,1722.409090909091
34,136.67532467532467,97.63311688311683,1032.7077922077922,1343.0584415584415
35,161.43181818181822,80.18181818181813,745.9545454545457,1086.1753246753246
36,201.20454545454547,78.15259740259734,1083.487012987013,542.5389610389609
37,212.56818181818184,87.89285714285708,1005.8246753246756,312.53896103896113
38,115.57142857142858,120.76623376623371,426.3441558441559,210.98051948051943
39,107.8603896103896,140.65259740259737,94.78571428571422,697.8636363636363
40,99.74350649350649,167.43831168831164,253.0974025974026,1169.8116883116884
41,100.14935064935065,182.86038961038957,501.01948051948057,1366.9545454545455
42,155.34415584415584,178.39610389610385,560.7597402597403,1462.5389610389611
43,145.60389610389612,148.36363636363632,707.1233766233768,1516.3051948051948
44,139.1103896103896,134.15909090909085,751.9285714285713,1525.2662337662337
45,136.67532467532467,114.27272727272722,799.7207792207794,1528.253246753247
46,0.31168831168830025,1.4480519480518979,799.7207792207794,1528.253246753247
47,2.3409090909090935,296.9025974025974,829.5909090909092,1504.357142857143
48,247.87662337662343,1.042207792207705,841.5389610389609,1447.6038961038962
49,248.28246753246756,297.71428571428567,841.5389610389609,1387.8636363636363
50,127.3409090909091,1.4480519480518979,862.4480519480519,1283.3181818181818
